id,name,vernacularName,otherNames,wiktionary,glottologId,glottologFamilyId,glottologParentId,level,lat,long,country,iso639-3,iso639-1,scope,type,speakers,logo,logoDesc
1,Ghotuo,,,14,ghot1243,atla1278,afen1234,language,7.11551,5.95663,NG,aaa,,I,L,,,
2,Alumu-Tesu,,"Alumu, Tesu",1,alum1246,atla1278,alum1251,language,9.01513,8.55956,NG,aab,,I,L,,,
3,Ari,,,2,arii1243,suki1244,ariw1234,language,-7.95526,142.4,PG,aac,,I,L,,,
4,Amal,,Alai,2,amal1242,sepi1257,sepi1257,language,-4.04517,141.995,PG,aad,,I,L,,,
5,Arbëreshë Albanian,,,,arbe1236,indo1319,alba1268,language,38.911,16.7164,IT,aae,,I,L,,,
6,Aranadan,,,1,aran1261,drav1251,mala1541,language,11.35252,75.79538,IN,aaf,,I,L,,,
7,Ambrak,,,1,ambr1239,nucl1708,yang1294,language,-3.61,142.56,PG,aag,,I,L,,,
8,Abu' Arapesh,,"Abu', Ua",4,abua1245,nucl1708,buki1250,language,-3.461612,142.917031,PG,aah,,I,L,,,
9,Arifama-Miniafia,,"Arifama, Miniafia",3,arif1239,aust1307,arei1235,language,-9.15565,149.246,PG,aai,,I,L,,,
10,Ankave,,,11,anka1246,anga1289,sout3130,language,-7.19444,145.754,PG,aak,,I,L,,,
11,Afade,,,1,afad1236,afro1255,koto1268,language,12.0551,14.6343,CM NG,aal,,I,L,,,
12,Anambé,,,1,anam1249,tupi1275,araw1290,language,-2.71119,-49.303,BR,aan,,I,L,,,
13,Algerian Saharan Arabic,,,,alge1240,afro1255,nort3191,language,20.8884,4.80626,DZ EH LY MA NE,aao,,I,L,,,
14,Pará Arára,,Arára,9,para1310,cari1283,xing1247,language,-3.71263,-53.0657,BR,aap,,I,L,,,
15,Penobscot,,"Eastern Abenaki, Eastern Abnaki",24,east2544,algi1248,aben1250,language,45.0112,-68.6617,US,aaq,,I,E,,,
16,Afar,,,930,afar1241,afro1255,saho1245,language,12.2281,41.8083,DJ ER ET,aar,aa,I,L,193800,,
17,Aasax,,"Aasáx, Asa, Aramanik, Laramanik",8,aasa1238,afro1255,sout3054,language,-4.00679,36.8648,TZ,aas,,I,L,,,
18,Arvanitika Albanian,,,,arva1236,indo1319,alba1268,language,38.283,23.3703,GR,aat,,I,L,,,
19,Abau,,,18,abau1245,sepi1257,sepi1257,language,-3.97222,141.324,PG,aau,,I,L,,,
20,Solong,,"Arove, Arawe",1,solo1258,aust1307,west2530,language,-5.86129,148.825,PG,aaw,,I,L,,,
21,Mandobo Atas,,,2,mand1444,nucl1709,mand1473,language,-5.69357,140.624,ID,aax,,I,L,,,
22,Amarasi,,,1,amar1273,aust1307,uabm1238,language,-10.21751,123.96373,ID,aaz,,I,L,,,
23,Abé,Abɛ,,1,abee1242,atla1278,agne1238,language,5.59682,-4.38497,CI,aba,,I,L,,,
24,Bankon,,"Abo, Bo, Abaw, Miang, Mandouka",2,bank1256,atla1278,abob1234,language,4.3702,9.6403,CM,abb,,I,L,,,
25,Ambala Ayta,,,3,amba1267,aust1307,samb1319,language,14.8156,120.283,PH,abc,,I,L,,,
26,Camarines Norte Agta,,Manide,3,cama1250,aust1307,alab1255,language,14.1571,122.835,PH,abd,,I,L,,,
27,Abenaki,,"Western Abenaki, Abnaki, Western Abnaki",133,west2630,algi1248,aben1250,language,46.1381,-72.6511,CA,abe,,I,L,,,
28,Abai Sungai,,,,abai1240,aust1307,pait1248,language,5.55394,118.306,MY,abf,,I,L,,,
29,Abaga,,,108,abag1245,nucl1709,unun9976,language,-6.12028,145.665,PG,abg,,I,L,,,
30,Tajiki Arabic,,,,taji1248,afro1255,afgh1238,language,37.2176,67.3267,AF TJ UZ,abh,,I,L,,,
31,Abidji,,,1,abid1235,atla1278,agne1238,language,5.65656,-4.58421,CI,abi,,I,L,,,
32,Aka-Bea,,"Bea, Aka-Bea-da, Akabeada, Aka-Bia, Bia, Aka-Bia-da, Akabiada, Bojingiji",11,akab1249,grea1241,sout2683,language,12.3782,92.7818,IN,abj,,I,E,,,
33,Abkhaz,аԥсуа,,350,abkh1244,abkh1242,abkh1243,language,43.056218,41.159115,GE RU TR,abk,ab,I,L,190110,ab,"Peter von Uslar (1816 – 1875), inventor of the first Abkhaz alphabet"
34,Abung,,"Pepadun, Lampung Nyo",3,lamp1242,aust1307,lamp1241,language,-4.43957,105.397,ID,abl,,I,L,,,
35,Abanyom,,,4,aban1242,atla1278,aban1245,language,6.30619,8.63055,NG,abm,,I,L,,,
36,Abua,Abua,,1,abua1244,atla1278,abua1243,language,4.83057,6.61492,NG,abn,,I,L,,,
37,Abon,,,2,abon1238,atla1278,nort3192,language,6.90621,10.8769,CM NG,abo,,I,L,,,
38,Abenlen Ayta,,,4,aben1249,aust1307,abel1234,language,15.4131,120.2,PH,abp,,I,L,,,
39,Abaza,,,53,abaz1241,abkh1242,abkh1243,language,44.25,42.0,RU TR,abq,,I,L,,,
40,Abron,,Brong,4,abro1238,atla1278,akan1251,language,7.72094,-2.50289,CI GH,abr,,I,L,,,
41,Ambonese Malay,,,30,ambo1250,aust1307,ambo1253,language,-3.71342,128.184,ID,abs,,I,L,,,
42,Ambulas,,,2,ambu1247,nduu1242,ambu1246,language,-3.7801,143.059,PG,abt,,I,L,,,
43,Abure,,,2,abur1243,atla1278,west2816,language,5.21534,-3.64123,CI,abu,,I,L,,,
44,Baharna Arabic,,,4,baha1259,afro1255,arab1393,language,26.223615,50.580811,BH OM,abv,,I,L,,,
45,Pal,,,1,pall1244,nucl1709,omos1240,language,-4.756,145.24,PG,abw,,I,L,,,
46,Inabaknon,Abaknon,,6,inab1237,aust1307,sama1302,language,12.4264,124.166,PH,abx,,I,L,,,
47,Aneme Wake,,,9,anem1248,yare1250,dori1247,language,-9.75911,148.479,PG,aby,,I,L,,,
48,Abui,Alor Abui,,5,abui1241,timo1261,alor1250,language,-8.31058,124.588,ID,abz,,I,L,,,
49,Achagua,,,5,acha1250,araw1281,piap1247,language,4.38649,-72.2005,CO,aca,,I,L,,,
50,Áncá,,,,anca1236,book1242,book1242,language,6.66524,11.1087,NG,acb,,I,L,,,
51,Gikyode,,,,giky1238,atla1278,giky1241,language,8.39478,0.56975,GH TG,acd,,I,L,,,
52,Acehnese,,,202,achi1257,aust1307,cham1327,language,3.90757,96.6032,ID,ace,,I,L,3000000,,
53,Saint Lucian Creole French,Kwéyòl (Patwa),,,sain1246,indo1319,less1242,language,15.3947,-61.3641,LC,acf,,I,L,,,
54,Acholi,Acholi,,20,acol1236,nilo1247,sout2831,language,3.57738,32.5147,SS UG,ach,,I,L,,ach,"Okot p'Bitek (7 June 1931 – 20 July 1982), a Ugandan poet"
55,Aka-Cari,,"Cari, Aka-Kari, Kari, Chariar",2,akac1240,grea1241,boca1235,language,13.49086,92.94855,IN,aci,,I,E,,,
56,Aka-Kora,,Kora,1,akak1251,grea1241,jeru1239,language,12.0944,92.7466,IN,ack,,I,E,,,
57,Akar-Bale,,"Bale, Bele, Akar-Bele, Balawa, Balwa, Bojingiji",1,akar1243,grea1241,sout2683,language,12.6663,92.8278,IN,acl,,I,E,,,
58,Iraqi Arabic,العربية (اللهجة العراقية),,57,meso1252,afro1255,east2729,language,33.8178,43.1095,IQ IR JO SY TR,acm,,I,L,,,
59,Achang,,"Xiandao, Ngochang, Ngachang",2,acha1249,sino1245,acha1252,language,24.3479,97.7438,CN MM,acn,,I,L,60000,,
60,Eastern Acipa,,,2,east2403,atla1278,saga1266,language,10.7104,6.0105,NG,acp,,I,L,,,
61,Ta'izzi-Adeni Arabic,,,,taiz1242,afro1255,arab1393,language,13.6555,45.6411,ER SA YE,acq,,I,L,,,
62,Achi,achi,"Achí, Achi Maya, Cubulco Achi, Cubulco Achí, Cubulco Achi'",1,achi1256,maya1287,quic1275,language,15.073,-90.3513,GT,acr,,I,L,,,
63,Acroá,,,,acro1239,nucl1710,jece1235,language,-12.594,-40.21445,BR,acs,,I,E,,,
64,Achterhoeks,,,,acht1238,indo1319,west2356,dialect,52.021,6.47521,DE NL,act,,I,L,,,
65,Achuar,achuar-shiwiar,Achuar-Shiwiar,7,achu1248,jiva1245,shua1256,language,-2.82646,-77.2641,EC PE,acu,,I,L,4500,,
66,Achumawi,,,2,achu1247,pala1350,pala1350,language,41.0979,-121.191,US,acv,,I,L,,,
67,Hijazi Arabic,,,998,hija1235,afro1255,arab1393,language,22.8346,38.9237,SA YE,acw,,I,L,,,
68,Omani Arabic,,,4,oman1239,afro1255,arab1393,language,23.25,58.5,AE OM,acx,,I,L,,,
69,Cypriot Arabic,,,6,cypr1248,afro1255,leva1239,language,35.1674,33.0943,CY,acy,,I,L,,,
70,Acheron,,,3,ache1245,narr1279,ache1247,language,10.8827,30.3187,SD,acz,,I,L,,,
71,Adangme,Dangme,,25,adan1247,atla1278,gada1257,language,5.9437,0.13243,GH,ada,,I,L,1000000,ada,"Carel Hendrik Bartels (1792 – 1850), an important mulatto trader on the Dutch Gold Coast"
72,Adabe,,,,adab1235,book1242,book1242,language,-8.22674,125.576,ID TL,adb,,I,L,,,
73,Dzodinka,,Lidzonka,,dzod1238,atla1278,nkam1238,language,6.89005,10.7633,CM NG,add,,I,L,,,
74,Adele,,,13,adel1244,atla1278,basi1245,language,8.16975,0.619185,GH TG,ade,,I,L,,,
75,Dhofari Arabic,,,,dhof1235,afro1255,arab1393,language,17.0796,54.4894,OM,adf,,I,L,,,
76,Andegerebinha,,,,ande1247,pama1250,aran1263,language,-22.51278,137.3515,AU,adg,,I,L,,,
77,Adhola,Dhopadhola,,,adho1243,nilo1247,adho1242,language,0.73235,34.0341,KE UG,adh,,I,L,,,
78,Adi,,"Abor, Ashing, Minyong, Mising, Padam, Panggi, Pasi, Shimong, Ajukru",2,bori1243,sino1245,east2361,language,27.62812,94.3538,BT CN IN,adi,,I,L,,,
79,Adioukrou,,,1,adio1239,atla1278,agne1238,language,5.38228,-4.52522,CI,adj,,I,L,,,
80,Galo,,Gallong,,galo1242,sino1245,suba1255,language,27.9805586,94.6884956,IN,adl,,I,L,,,
81,Adang,,,1,adan1251,timo1261,adan1252,language,-8.18958,124.448,ID,adn,,I,L,,,
82,Abu,,Adjora,1,abuu1241,lowe1437,agoa1234,language,-4.24027,144.474,PG,ado,,I,L,,,
83,Adangbe,,Agotime,,adan1248,atla1278,ewei1234,language,6.50546,0.727155,GH TG,adq,,I,L,,,
84,Adonara,,,,adon1237,aust1307,nort3216,language,-8.32027,123.159,ID,adr,,I,L,,,
85,Adamorobe Sign Language,,,,adam1238,sign1238,vill1244,language,5.834,-0.151,GH,ads,,I,L,,,
86,Adnyamathanha,,,28,adny1235,pama1250,nort2752,language,-30.1451,138.671,AU,adt,,I,L,,,
87,Aduge,,,,adug1238,book1242,book1242,language,7.64567,6.13085,NG,adu,,I,L,,,
88,Amondawa,,,3,amun1246,tupi1275,amon1240,language,-9.04023,-62.3064,BR,adw,,I,L,,,
89,Amdo Tibetan,,,,amdo1237,sino1245,tibe1276,language,34.5177,100.485,CN,adx,,I,L,,,
90,Adyghe,адыгабзэ,West Circassian,5527,adyg1241,abkh1242,circ1239,language,44.0,39.33,IL JO RU SY TR,ady,,I,L,117500,ady,"Tevfik Esenç (1904 – 1992), a Circassian in Turkey, the last known speaker of Ubykh"
91,Adzera,,,4,adze1240,aust1307,uppe1423,language,-6.39394,146.294,PG,adz,,I,L,,,
92,Areba,,,,areb1238,pama1250,ribg1235,language,-16.63548,142.63107,AU,aea,,I,E,,,
93,Tunisian Arabic,العربية (الدّارجة التّونسيّة),,34,tuni1259,afro1255,nort3191,language,33.7966,9.56156,DZ LY TN,aeb,,I,L,,,
94,Saidi Arabic,,,,said1239,afro1255,egyp1254,language,25.4132,30.5302,EG SD,aec,,I,L,,,
95,Argentine Sign Language,lengua de señas argentina,,,arge1236,sign1238,deaf1237,language,-34.797,-59.1798,AR,aed,,I,L,,,
96,Northeast Pashayi,,"Northeast Pashai, Pashai",1,nort2666,indo1319,east2322,language,34.878256,70.890845,AF,aee,,I,L,,,
97,Haeke,,,1,haek1239,aust1307,haek1241,language,-21.0735,164.869,NC,aek,,I,L,,,
98,Ambele,,,1,ambe1247,atla1278,wide1239,language,5.94043,9.62028,CM,ael,,I,L,,,
99,Arem,,,17,arem1240,aust1305,chut1246,language,17.7672,105.928,LA VN,aem,,I,L,,,
100,Armenian Sign Language,Հայերեն ժեստերի լեզու,,,arme1259,sign1238,auxi1235,language,40.1002,44.4767,AM,aen,,I,L,,,
101,Aer,,,,aerr1238,indo1319,west2830,language,25.254,69.029,PK,aeq,,I,L,,,
102,Eastern Arrernte,,,210,east2379,pama1250,aran1263,language,-23.3583,135.046,AU,aer,,I,L,,,
103,Alsea,,"Yaquina, Yakwina, Alseya, Yakona",2,alse1251,,,language,44.408,-123.94,US,aes,,I,E,,,
104,Akeu,,Chepya,,akeu1235,sino1245,akha1246,language,22.1959,101.0823,CN LA MM TH,aeu,,I,L,,,
105,Ambakich,,"Aion, Porapora",1,amba1269,kera1258,east2864,language,-4.23181,144.285,PG,aew,,I,L,,,
106,Amele,,,5,amel1241,nucl1709,gumm1240,language,-5.29126,145.687,PG,aey,,I,L,,,
107,Aeka,,"Aiga, Orokaiva",12,aeka1244,nucl1709,orok1268,language,-8.855095,147.99477,PG,aez,,I,L,,,
108,Gulf Arabic,,,568,gulf1241,afro1255,arab1393,language,30.17,47.5,AE BH IQ IR KW OM QA SA YE,afb,,I,L,,,
109,Andai,,,,anda1283,araf1243,araf1243,language,-4.96449,143.637,PG,afd,,I,L,,,
110,Putukwam,,,,putu1241,atla1278,nucl1801,language,6.65923,8.96041,NG,afe,,I,L,,,
111,Afghan Sign Language,,,,afgh1239,sign1238,deaf1237,language,34.434167,70.447778,AF,afg,,I,L,,,
112,Afrihili,,,,afri1275,arti1236,arti1236,language,,,GH,afh,,I,C,,afh,"Léon Bollack (1859 – 1925), a French trader who invented Bolak"
113,Akrukay,,,,akru1241,lowe1437,tamo1242,language,-4.88687,144.821,PG,afi,,I,L,,,
114,Nanubae,,,,nanu1240,araf1243,araf1243,language,-4.71731,143.937,PG,afk,,I,L,,,
115,Defaka,,,1,defa1248,ijoi1239,ijoi1239,language,4.58451,7.50186,NG,afn,,I,L,,,
116,Eloyi,,,1,eloy1241,atla1278,benu1248,language,8.24696,7.97061,NG,afo,,I,L,,,
117,Tapei,,,,tape1242,araf1243,araf1243,language,-4.77763,143.337,PG,afp,,I,L,,,
118,Afrikaans,Afrikaans,,6653,afri1274,indo1319,afri1273,language,-22.0,30.0,BW MZ NA ZA ZM ZW,afr,af,I,L,7200000,af,"General James Barry Munnik Hertzog KC (3 April 1866 – 21 November 1942), a South African politician and soldier"
119,Afro-Seminole Creole,,,,afro1254,indo1319,gull1243,language,31.7843,-99.2934,MX US,afs,,I,L,,,
120,Afitti,,"Affiti, Ditti",2,afit1238,nyim1244,nyim1244,language,12.446,30.7611,SD,aft,,I,L,,,
121,Awutu,,,,awut1241,atla1278,sout2781,language,5.42441,-0.59545,GH,afu,,I,L,,,
122,Obokuitai,,,6,obok1239,lake1255,erit1238,language,-2.88029,137.924,ID,afz,,I,L,,,
123,Aguano,,,,agua1251,unat1236,araw1288,language,-5.25,-75.8333,PE,aga,,I,E,,,
124,Legbo,,,,legb1242,atla1278,legb1241,language,6.02645,7.98385,NG,agb,,I,L,,,
125,Agatu,,,1,agat1236,atla1278,nucl1732,language,7.97915,7.71639,NG,agc,,I,L,,,
126,Agarabi,,,2,agar1252,nucl1709,gads1260,language,-6.20604,145.917,PG,agd,,I,L,,,
127,Angal,,,,anga1293,nucl1709,anga1314,language,-6.0127,143.592,PG,age,,I,L,,,
128,Arguni,,,,argu1237,aust1307,bomb1263,language,-2.645798,132.5556,ID,agf,,I,L,,,
129,Angor,,,8,ango1254,sena1264,sena1264,language,-3.7167,141.199,PG,agg,,I,L,,,
130,Ngelima,,,,ngel1238,atla1278,late1250,language,1.81314,24.8754,CD,agh,,I,L,,,
131,Agariya,,,,agar1251,unat1236,drav1252,language,24.5024,82.297,IN,agi,,I,L,,,
132,Argobba,,,3,argo1244,afro1255,amha1244,language,10.6596,39.756,ET,agj,,I,L,,,
133,Isarog Agta,,,,isar1235,aust1307,inag1234,language,13.651,123.332,PH,agk,,I,L,,,
134,Fembe,,Agala,1,femb1238,east2433,east2433,language,-5.71596,142.254,PG,agl,,I,L,,,
135,Angaataha,,,6,anga1290,anga1289,anga1289,language,-7.15012,146.352,PG,agm,,I,L,,,
136,Agutaynen,,,19,agut1237,aust1307,kala1389,language,10.5328,119.655,PH,agn,,I,L,,,
137,Tainae,,,3,tain1253,anga1289,tain1255,language,-7.40306,145.682,PG,ago,,I,L,,,
138,Aghem,,,2,aghe1239,atla1278,aghe1241,language,6.38956,10.0807,CM,agq,,I,L,,,
139,Aguaruna,awajun,,21,agua1253,jiva1245,jiva1245,language,-5.30044,-77.9218,PE,agr,,I,L,27500,,
140,Esimbi,,,3,esim1238,atla1278,tivo1239,language,6.50094,9.86936,CM NG,ags,,I,L,,,
141,Central Cagayan Agta,,,29,cent2084,aust1307,gadd1245,language,17.9571,121.857,PH,agt,,I,L,,,
142,Aguacateca,,,3,agua1252,maya1287,ixil1250,language,15.3307,-91.3153,GT,agu,,I,L,,,
143,Remontado Agta,,"Remontado Dumagat, Sinauna, Hatang Kayey",3,remo1247,aust1307,cent2080,language,14.6254,121.453,PH,agv,,I,L,,,
144,Kahua,,,1,kahu1241,aust1307,sanc1243,language,-10.6963,162.191,SB,agw,,I,L,,,
145,Aghul,,,10,aghu1253,nakh1245,aghu1259,language,41.9242,47.5843,AZ RU,agx,,I,L,,,
146,Southern Alta,,,1,sout2905,aust1307,meso1254,language,15.1841,121.054,PH,agy,,I,L,,,
147,Mount Iriga Agta,,,,mtir1235,aust1307,inag1234,language,13.4566,123.463,PH,agz,,I,L,,,
148,Ahanta,Aɣɩnda,,,ahan1243,atla1278,sout2779,language,4.85147,-1.94657,GH,aha,,I,L,,,
149,Axamb,,,1,axam1237,aust1307,port1295,language,-16.4838,167.707,VU,ahb,,I,L,,,
150,Qimant,,,2,qima1242,afro1255,nort3158,language,12.8119,37.0542,ER ET,ahg,,I,L,,,
151,Aghu,,,,aghu1255,nucl1709,mapp1234,language,-6.34674,140.043,ID,ahh,,I,L,,,
152,Tiagbamrin Aizi,,,,tiag1235,krua1234,aizi1248,language,5.28022,-4.62352,CI,ahi,,I,L,,,
153,Akha,Akha,,2,akha1245,sino1245,akha1246,language,21.2309,100.964,CN LA MM TH VN,ahk,,I,L,,,
154,Igo,,,,igoo1238,atla1278,kpos1239,language,7.25499,0.67846,GH TG,ahl,,I,L,,,
155,Mobumrin Aizi,,,,mobu1235,krua1234,aizi1248,language,5.26847,-4.47303,CI,ahm,,I,L,,,
156,Àhàn,,,1,ahan1244,atla1278,ayer1244,language,7.44139,6.00896,NG,ahn,,I,L,,,
157,Ahom,,,124,ahom1240,taik1256,sout2743,language,27.2778,88.464,IN,aho,,I,E,,,
158,Aproumu Aizi,,,,apro1235,atla1278,unun9902,language,5.20273,-4.52192,CI,ahp,,I,L,,,
159,Ahirani,,"Khandeshi, Khandesi",3,ahir1243,book1242,book1242,language,21.552,73.685,IN,ahr,,I,L,,,
160,Ashe,,,20,ashe1269,atla1278,koro1301,language,9.36574,7.39443,NG,ahs,,I,L,,,
161,Ahtna,,,5,ahte1237,atha1245,sout3337,language,61.7068,-144.889,US,aht,,I,L,,,
162,Arosi,Arosi,,4,aros1241,aust1307,sanc1243,language,-10.2441,161.432,SB,aia,,I,L,,,
163,Aynu,Abaknon,"Ainu, Äynu, Ainu (China), Aini, Eyni, Ejnu, Abdal, Äynú",4,ainu1251,turk1311,east2792,language,39.2714,76.4209,CN,aib,,I,L,,,
164,Ainbai,,,1,ainb1238,bord1247,pagi1245,language,-3.09214,141.149,PG,aic,,I,L,,,
165,Alngith,,,1,alng1239,pama1250,leni1237,language,-12.5324,141.938,AU,aid,,I,E,,,
166,Amara,,,1,amar1272,aust1307,sout2874,language,-5.55778,148.68,PG,aie,,I,L,,,
167,Agi,,,2,agii1245,nucl1708,agiy1234,language,-3.49104,142.387,PG,aif,,I,L,,,
168,Antigua and Barbuda Creole English,,"Leeward Caribbean Creole English, Antiguan Creole English, Kokoy Creole English, Saint Kitts Creole, Montserrat Creole, Anguillan Creole",2,anti1245,indo1319,gull1242,language,17.068263,-61.821863,AG AI DM GB KN MS,aig,,I,L,,,
169,Ai-Cham,,,11,aich1238,taik1256,maka1300,language,25.4908,107.844,CN,aih,,I,L,,,
170,Assyrian Neo-Aramaic,ܐܵܬܘܿܪܵܝܵܐ,,23,assy1241,afro1255,nort3241,language,36.75,43.0,IQ IR SY TR,aii,,I,L,1000000,,
171,Lishanid Noshan,,,2,lish1245,afro1255,sout3213,language,36.213298,44.065281,IL,aij,,I,L,,,
172,Ake,,,1,akee1238,atla1278,eggo1240,language,8.59543,8.75768,NG,aik,,I,L,,,
173,Aimele,,,2,aime1238,bosa1245,bosa1246,language,-6.68656,142.656,PG,ail,,I,L,,,
174,Aimol,,,,aimo1244,sino1245,aimo1247,language,24.6437,94.3556,IN NP,aim,,I,L,,,
175,Ainu,アイヌ語 ,,525,ainu1240,ainu1252,hokk1250,language,43.633654,142.46167,JP,ain,,I,L,,,
176,Aiton,,,17,aito1238,taik1256,assa1264,language,26.5145,92.3169,IN,aio,,I,L,,,
177,Burumakok,,,,buru1307,nucl1709,kwer1267,language,-5.12217,140.03,ID,aip,,I,L,,,
178,Aimaq,,,,aima1241,indo1319,east2745,language,35.283,59.1756,AF IR,aiq,,I,L,,,
179,Airoran,,,,airo1242,kwer1242,west1486,language,-1.8522,138.158,ID,air,,I,L,,,
180,Arikem,,,4,arik1264,tupi1275,arik1263,language,-8.924,-63.742,BR,ait,,I,E,,,
181,Aari,,,20,aari1239,sout2845,aari1238,language,5.95034,36.5721,ET,aiw,,I,L,,,
182,Aighon,,,,aigh1235,aust1307,pasi1254,language,-5.99488,150.272,PG,aix,,I,L,,,
183,Ali,,,1,alii1240,atla1278,ngba1286,language,4.60014,18.0352,CD CF,aiy,,I,L,,,
184,Aja,,,1,ajas1235,kres1240,kres1240,language,8.58003,25.6122,SS,aja,,I,L,,,
185,Adja,Aja,,11,ajab1235,atla1278,gbee1241,language,7.06634,1.64992,BJ TG,ajg,,I,L,200,,
186,Ajië,A'jië,Houailou,66,ajie1238,aust1307,houa1234,language,-21.3029,165.468,NC,aji,,I,L,,,
187,Andajin,,,,anda1282,worr1236,ngar1284,dialect,-16.531222,127.693718,AU,ajn,,I,L,,,
188,South Levantine Arabic,العربية (اللهجة الأردنية),,579,sout3123,afro1255,leva1239,language,31.5601,38.0837,IL JO KW PS SA SY,ajp,,I,L,,,
189,Judeo-Tunisian Arabic,,,,jude1263,afro1255,eqal1234,language,31.75,35.25,ES FR IL IT TN US,ajt,,I,L,,,
190,Judeo-Moroccan Arabic,,,,jude1265,afro1255,nort3191,language,33.5,-7.5,MA,aju,,I,L,,,
191,Ajawa,,,,ajaw1236,afro1255,west2712,language,10.21,9.89205,NG,ajw,,I,E,,,
192,Amri Karbi,,,,amri1238,sino1245,karb1240,language,26.024,91.482,IN,ajz,,I,L,,,
193,Akan,,,119,akan1250,atla1278,akan1251,language,6.34756,-1.33254,GH TG,aka,ak,M,L,10500000,ak,"Johann Gottlieb Christaller (1827 – 1895), a German missionary, clergyman, ethnolinguist, translator and philologist"
194,Angkola Batak,,,1,bata1290,aust1307,angk1248,language,1.66127,99.60248,ID,akb,,I,L,,,
195,Mpur,,,1,mpur1239,,,language,-0.7489,133.166,ID,akc,,I,L,,,
196,Ukpet-Ehom,,,,ukpe1249,atla1278,uppe1418,language,5.58316,8.10047,NG,akd,,I,L,,,
197,Akawaio,,,4,akaw1239,cari1283,kapo1251,language,6.16277,-60.862,BR GY VE,ake,,I,L,,,
198,Akpa,,,1,akpa1238,atla1278,yaty1238,language,7.32586,8.01629,NG,akf,,I,L,,,
199,Anakalangu,,,1,anak1240,aust1307,cent2307,language,-9.63425,119.605,ID,akg,,I,L,,,
200,Angal Heneng,,,,anga1292,nucl1709,anga1314,language,-6.13347,143.478,PG,akh,,I,L,,,
201,Aiome,,,,aiom1240,lowe1437,aian1241,language,-5.13467,144.765,PG,aki,,I,L,,,
202,Jeru,,Aka-Jeru,7,akaj1239,grea1241,jeru1239,language,13.1525,92.9504,IN,akj,,I,E,,,
203,Akkadian,𒀝𒅆𒉡𒆠 ,,329,akka1240,afro1255,east2678,language,33.1,44.1,IQ,akk,,I,A,,akk,"Sargon of Akkad, the first ruler of the Akkadian Empire"
204,Aklanon,Inakeanon,"Aklan, Akeanon",42,akla1240,aust1307,west2820,language,11.55432,122.35413,PH,akl,,I,L,,,
205,Aka-Bo,,"Ba, Bo",3,akab1248,grea1241,boca1235,language,12.3629,92.8011,IN,akm,,I,E,,,
206,Akurio,,,,akur1238,cari1283,tiri1260,language,3.19607,-55.6294,SR,ako,,I,L,,,
207,Siwu,,,,siwu1238,atla1278,lele1263,language,7.23811,0.44362,GH,akp,,I,L,,,
208,Ak,,,,akkk1240,sepi1257,yell1247,language,-3.57026,141.784,PG,akq,,I,L,,,
209,Araki,,,3,arak1252,aust1307,arak1257,language,-15.632997,166.952542,VU,akr,,I,L,,,
210,Akaselem,,"Tchamba, Akasele, Tsamba",1,akas1242,atla1278,ntch1241,language,8.8858,1.37035,TG,aks,,I,L,,,
211,Akolet,,,2,akol1237,aust1307,east2763,language,-6.22711,150.182,PG,akt,,I,L,,,
212,Akum,,,1,akum1238,atla1278,akum1239,language,6.85716,9.96261,CM NG,aku,,I,L,,,
213,Akhvakh,,,9,akhv1239,nakh1245,andi1254,language,42.4003,46.3037,RU,akv,,I,L,,,
214,Akwa,,,,akwa1248,atla1278,koyo1244,language,-0.39897,15.4623,CG,akw,,I,L,,,
215,Aka-Kede,,Kede,2,akak1252,grea1241,nort3276,language,12.8494,92.8227,IN,akx,,I,E,,,
216,Aka-Kol,,"Kol, Kawl, Aka-Kawl, Bojingiji",,akak1253,grea1241,okol1242,language,12.73253,92.78661,IN,aky,,I,E,,,
217,Alabama,,,77,alab1237,musk1252,alab1247,language,30.76738,-94.62848,US,akz,,I,L,,,
218,Alago,,,1,alag1242,atla1278,nucl1732,language,8.34986,8.52085,NG,ala,,I,L,,,
219,Kawésqar,,"Qawasqar, Alacaluf",6,qawa1238,kawe1237,nort1506,language,-49.303195,-74.707536,CL,alc,,I,L,,,
220,Alladian,,"Alladyan, Allagian, Alaguian",3,alla1248,atla1278,avik1242,language,5.22371,-4.42647,CI,ald,,I,L,,,
221,Aleut,,,203,aleu1260,eski1264,aleu1261,language,52.1228,-174.29,RU US,ale,,I,L,,,
222,Alege,,,,aleg1238,atla1278,bukp1239,language,6.59423,9.00394,NG,alf,,I,L,,,
223,Alawa,,,1,alaw1244,mang1423,mara1414,language,-15.5458,134.282,AU,alh,,I,L,,,
224,Amaimon,,,4,amai1246,nucl1709,croi1234,language,-5.18742,145.368,PG,ali,,I,L,,,
225,Alangan,,,70,alan1249,aust1307,nort2873,language,13.0982,121.022,PH,alj,,I,L,,,
226,Alak,,,5,alak1253,aust1305,bahn1264,language,15.5565,106.597,LA,alk,,I,L,,,
227,Allar,,Chatan,,alla1247,drav1251,mala1541,language,11.0803,76.6593,IN,all,,I,L,,,
228,Amblong,,,1,ambl1237,aust1307,sout3194,language,-15.5169,166.95,VU,alm,,I,L,,,
229,Gheg Albanian,,,,gheg1238,indo1319,alba1267,language,42.317,21.3837,AL BG ME MK RO RS,aln,,I,L,,,
230,Larike-Wakasihu,,,2,lari1255,aust1307,east2468,language,-3.76522,127.956,ID,alo,,I,L,,,
