id,name,vernacularName,otherNames,wiktionary,glottologId,glottologFamilyId,glottologParentId,level,lat,long,country,iso639-3,iso639-1,scope,type,speakers,logo,logoDesc
12112,En (China),,,,ennn1242,aust1305,nucl1290,dialect,,,,,,,,,,
12113,Enoah,,,,enoa1238,atla1278,ewon1239,dialect,,,,,,,,,,
12114,Enqi Bai,,,,enqi1234,sino1245,nort2724,dialect,,,,,,,,,,
12115,Enshū,,,,ensh1237,japo1237,naga1407,dialect,,,,,,,,,,
12116,Enurmin,,,,enur1238,chuk1271,chuk1273,dialect,,,,,,,,,,
12117,Envuelto,,,,envu1234,uncl1493,uncl1493,language,-0.0355621,-70.944973,CO,,,,,,,
12118,Enwang-Uda,,,,enwa1244,atla1278,obol1242,family,,,,,,,,,,
12119,Enyara,,,,enya1245,atla1278,makh1264,dialect,,,,,,,,,,
12120,Enya (D.10),,,,enya1248,atla1278,east2731,family,,,,,,,,,,
12121,Enyembe,,,,enye1238,atla1278,abid1235,dialect,,,,,,,,,,
12122,Enyong,,,,enyo1238,atla1278,ibib1240,dialect,,,,,,,,,,
12123,Epi-Efate,,,,epie1239,aust1307,cent2269,family,,,,,,,,,,
12124,Epigi,,,,epig1240,atla1278,ndum1239,dialect,,,,,,,,,,
12125,Epi,,,,epii1237,aust1307,epie1239,family,,,,,,,,,,
12126,Epirote,,,,epir1238,indo1319,nort2600,dialect,,,,,,,,,,
12127,Eqal,,,,eqal1234,afro1255,nort3191,family,,,,,,,,,,
12128,Era,,,,eraa1239,nucl1709,domm1246,dialect,,,,,,,,,,
12129,Erap,,,,erap1240,nucl1709,fini1245,family,,,,,,,,,,
12130,Erave River,,,,erav1243,tebe1251,dadi1250,dialect,,,,,,,,,,
12131,Eray,,,,eray1237,aust1307,iliu1237,dialect,,,,,,,,,,
12132,Erbil (Arbel) Christian Neo-Aramaic,,,,erbi1235,afro1255,chri1236,dialect,,,,,,,,,,
12133,Ere (China),,,,eree1240,sino1245,guan1266,dialect,,,,,,,,,,
12134,Eref,,,,eref1238,daju1249,dard1243,dialect,,,,,,,,,,
12135,Eregba,,,,ereg1239,atla1278,east2861,dialect,,,,,,,,,,
12136,Erei,,,,erei1238,atla1278,agwa1247,dialect,,,,,,,,,,
12137,Erenga,,,,eren1239,tama1329,assa1269,dialect,,,,,,,,,,
12138,Erevan,,,,erev1240,indo1319,arar1266,dialect,,,,,,,,,,
12139,Erevan Kurmanji,,,,erev1241,indo1319,nort3328,dialect,,,,,,,,,,
12140,Ergali,,,,erga1238,sino1245,guan1266,dialect,,,,,,,,,,
12141,Erie,,,,erie1238,uncl1493,uncl1493,language,42.158,-79.64,US,,,,,,,
12142,Eritai-Obokuitai-Biritai,,,,erit1238,lake1255,east2502,family,,,,,,,,,,
12143,Erli of Sofia,,,,erli1234,indo1319,balk1252,dialect,,,,,,,,,,
12144,Ermitaño,,,,ermi1239,indo1319,chav1241,dialect,,,,,,,,,,
12145,Erromanga,,,,erro1239,aust1307,sout2868,family,,,,,,,,,,
12146,Ersuic,,,,ersu1242,sino1245,naqi1236,family,,,,,,,,,,
12147,Erúsú,,,,erus1238,atla1278,arig1246,dialect,,,,,,,,,,
12148,Eryuan,,,,eryu1239,sino1245,cent2004,dialect,26.0991374,99.9416161,,,,,,,,
12149,Esari,,,,esar1239,turk1311,turk1304,dialect,,,,,,,,,,
12150,Esaun,,,,esau1238,nucl1709,cita1245,dialect,,,,,,,,,,
12151,Escarpment Dogon,,,,esca1235,dogo1299,dogo1299,family,,,,,,,,,,
12152,Ese (Arigidi),,,,esee1246,atla1278,arig1246,dialect,,,,,,,,,,
12153,Esel,,,,esel1238,atla1278,bekw1242,dialect,,,,,,,,,,
12154,Esfahani,,,,esfa1238,indo1319,cent2390,dialect,,,,,,,,,,
12155,Eshan Nasu,,,,esha1238,sino1245,nort2718,dialect,,,,,,,,,,
12156,Eskisehir,,,,eski1263,turk1311,anat1259,dialect,,,,,,,,,,
12157,Eskimo-Aleut,,,,eski1264,,,family,,,,,,,,,,
12158,Eskimo,,,,eski1265,eski1264,eski1264,family,,,,,,,,,,
12159,Herschel Island Eskimo Trade Jargon,,,,eski1266,pidg1258,eski1267,language,70.11,-152.01,US,,,,,,,
12160,Eskimo-based pidgin,,,,eski1267,pidg1258,pidg1258,family,,,,,,,,,,
12161,Esna–Assuan and South of Luxor–Assuan,,,,esna1234,afro1255,uppe1453,dialect,,,,,,,,,,
12162,Esperantic,,,,espe1236,arti1236,arti1236,family,,,,,,,,,,
12163,Espiritu Santo,,,,espi1234,aust1307,nort3205,family,,,,,,,,,,
12164,Essang,,,,essa1237,aust1307,tala1285,dialect,,,,,,,,,,
12165,Essex,,,,esse1265,indo1319,cent2345,dialect,,,,,,,,,,
12166,Essin,,,,essi1238,atla1278,bayo1255,dialect,,,,,,,,,,
12167,Lajenge Roma,,,,esto1257,indo1319,kalo1256,dialect,,,,,,,,,,
12168,Estonian Swedish,,,,esto1259,indo1319,east2781,language,59.05472,23.45,EE,,,,,,,
12169,Estremenho,,,,estr1243,indo1319,port1283,dialect,,,,,,,,,,
12170,Estracharia,,,,estr1244,indo1319,sout3309,dialect,,,,,,,,,,
12171,Estrella,,,,estr1249,chib1249,cabe1245,dialect,,,,,,,,,,
12172,Esuku,,,,esuk1238,atla1278,akpe1248,dialect,,,,,,,,,,
12173,Esulalu,,,,esul1240,atla1278,jola1262,dialect,,,,,,,,,,
12174,Esulit,,,,esul1241,aust1307,iliu1237,dialect,,,,,,,,,,
12175,Esumbu,,,,esum1242,atla1278,luse1252,dialect,,,,,,,,,,
12176,Etapally Gondi,,,,etap1239,drav1251,sout2711,dialect,,,,,,,,,,
12177,Etapally Maria,,,,etap1240,drav1251,mari1414,dialect,,,,,,,,,,
12178,Ethiosemitic,,,,ethi1244,afro1255,west2786,family,,,,,,,,,,
12179,Etono I,,,,eton1251,atla1278,ubag1245,dialect,,,,,,,,,,
12180,Etono II,,,,eton1252,atla1278,agwa1247,dialect,,,,,,,,,,
12181,Etongo,,,,eton1254,atla1278,ipul1238,dialect,,,,,,,,,,
12182,Eton,,,,eton1256,aust1307,eton1255,dialect,,,,,,,,,,
12183,Etoro-Bedamini,,,,etor1234,bosa1245,bosa1245,family,,,,,,,,,,
12184,Etp-Ti Kalam,,,,etpt1234,nucl1709,kala1404,family,,,,,,,,,,
12185,Akweya,,,,etul1244,atla1278,idom1262,family,,,,,,,,,,
12186,Etulo-Idoma,,,,etul1246,atla1278,etul1244,family,,,,,,,,,,
12187,Eudeve,,,,eude1234,utoa1244,opat1247,language,28.5,-110.0,MX,,,,,,,
12188,Eunda Kolonkadhi,,,,eund1238,atla1278,ndon1254,dialect,,,,,,,,,,
12189,Euphrates Cluster,,,,euph1238,afro1255,meso1252,dialect,,,,,,,,,,
12190,Europanto,,,,euro1250,book1242,book1242,language,,,,eur,,,,,,
12191,Evalue,,,,eval1238,atla1278,nzim1238,dialect,,,,,,,,,,
12192,Evapia,,,,evap1240,nucl1709,raic1241,family,,,,,,,,,,
12193,Evaz,,,,evaz1237,indo1319,lari1253,dialect,,,,,,,,,,
12194,Evetsberg,,,,evet1234,indo1319,elfd1234,dialect,,,,,,,,,,
12195,Evouzok,,,,evou1238,atla1278,ewon1239,dialect,,,,,,,,,,
12196,Ewango,,,,ewan1234,atla1278,tete1250,dialect,,,,,,,,,,
12197,Eudokia,,,,ewdo1239,indo1319,asia1266,dialect,,,,,,,,,,
12198,Eweic,,,,ewei1234,atla1278,west2802,family,,,,,,,,,,
12199,Ewondo Populaire,,,,ewon1240,pidg1258,ewon1242,language,,,CM,,,,,,,
12200,Ewondo-Bebele,,,,ewon1241,atla1278,yaun1239,family,,,,,,,,,,
12201,Ewondo-based pidgin,,,,ewon1242,pidg1258,pidg1258,family,,,,,,,,,,
12202,Extended Ocotepec Zapotec,,,,exte1234,otom1299,west2947,family,,,MX,,,,,,,
12203,Extreme Northern New Caledonian,,,,extr1244,aust1307,nort3325,family,,,,,,,,,,
12204,Extreme Southern New Caledonian,,,,extr1245,aust1307,sout3313,family,,,,,,,,,,
12205,Extreme North Vestigial Suffixes Bantu,,,,extr1247,atla1278,ngbe1239,family,,,,,,,,,,
12206,Extreme North Cameroon Sign Language,,,,extr1248,sign1238,vill1244,language,10.597222,14.315833,CM,,,,,,,
12207,Ezha,,,,ezha1238,afro1255,seba1251,dialect,,,,,,,,,,
12208,Fa',,,,faaa1239,atla1278,cent2037,dialect,,,,,,,,,,
12209,Faale-Piyew,,,,faal1238,atla1278,tupu1244,dialect,,,,,,,,,,
12210,Fablas,,,,fabl1238,indo1319,hait1244,dialect,,,,,,,,,,
12211,Facei,,,,face1237,aust1307,sula1245,dialect,,,,,,,,,,
12212,Fachi,,,,fach1238,saha1256,bilm1238,dialect,,,,,,,,,,
12213,Fadawa,,,,fada1240,saha1256,cent2050,dialect,,,,,,,,,,
12214,Fadashi,,,,fada1248,bert1248,bert1248,dialect,,,ET,,,,,,,
12215,Fada Ngurma,,,,fada1249,atla1278,west2454,dialect,,,,,,,,,,
12216,Fadyut-Palmerin,,,,fady1238,atla1278,sere1260,dialect,,,,,,,,,,
12217,Faeto,,,,faet1239,indo1319,fran1260,dialect,,,,,,,,,,
12218,Faeto and Celle San Vito Francoprovencal,,,,faet1240,indo1319,fran1269,language,41.32435,15.171636,IT,,,,,,,
12219,Fagudu,,,,fagu1237,aust1307,sula1245,dialect,,,,,,,,,,
12220,Faia,,,,faia1238,lake1255,kiri1256,dialect,,,,,,,,,,
12221,Faifi,,,,faif1234,afro1255,mode1270,language,17.292,43.148,SA,fif,,,,,,
12222,Fairi,,,,fair1237,aust1307,biak1248,dialect,,,,,,,,,,
12223,Faishang,,,,fais1241,afro1255,miya1266,dialect,,,,,,,,,,
12224,Faiwolmin,,,,faiw1244,nucl1709,faiw1243,dialect,,,,,,,,,,
12225,Faiyava,,,,faiy1237,aust1307,bwai1242,dialect,,,,,,,,,,
12226,Falamic,,,,fala1242,sino1245,laic1236,family,,,,,,,,,,
12227,Falahu,,,,fala1244,aust1307,sula1245,dialect,,,,,,,,,,
12228,Falam Chin (Retired),,,,fala1245,book1242,book1242,language,,,,flm,,,,,,
12229,Falasha,,,,fala1246,afro1255,qima1242,dialect,,,,,,,,,,
12230,Fali-Tinguelin,,,,fali1264,atla1278,sout2782,dialect,,,,,,,,,,
12231,Fali of Mubi,,,,fali1286,afro1255,gude1246,dialect,,,,,,,,,,
12232,Fali of Mucella,,,,fali1287,afro1255,gude1246,dialect,,,,,,,,,,
12233,Fali of Vimtim,,,,fali1288,afro1255,gude1246,dialect,,,,,,,,,,
12234,Fali of Jilvu,,,,fali1289,afro1255,gude1246,dialect,,,,,,,,,,
12235,Fali-Gude,,,,fali1290,afro1255,gude1248,family,,,,,,,,,,
12236,Falkland Islands English,,,,falk1236,indo1319,sout3284,dialect,-51.6947,-57.8548,FK,,,,,,,
12237,Fama-Teis-Kua,,,,fama1238,kadu1256,kron1241,dialect,,,,,,,,,,
12238,Family Sign Language,,,,fami1234,sign1238,sign1238,family,,,,,,,,,,
12239,Fan-Foron-Heikpang,,,,fanf1238,atla1278,bero1242,dialect,,,,,,,,,,
12240,Fang,,,,fang1247,atla1278,fang1246,dialect,,,,,,,,,,
12241,Fangatau,,,,fang1249,aust1307,tuam1242,dialect,,,,,,,,,,
12242,Faniagara,,,,fani1245,atla1278,wara1292,dialect,,,,,,,,,,
12243,Fanic,,,,fani1246,nucl1709,dedu1240,dialect,,,,,,,,,,
12244,Fannai,,,,fann1238,sino1245,lush1249,dialect,,,,,,,,,,
12245,Fantera,,,,fant1242,atla1278,nafa1258,dialect,,,,,,,,,,
12246,Faranga,,,,fara1237,maba1274,kend1253,dialect,,,,,,,,,,
12247,Fare,,,,fare1242,cent2225,lese1243,dialect,,,,,,,,,,
12248,Vach-Vasjugan,,,,fare1244,ural1272,east2774,language,60.10378,79.873651,RU,,,,,,,
12249,Farizandi,,,,fari1234,indo1319,nata1252,dialect,,,,,,,,,,
12250,Färnäs,,,,farn1235,indo1319,mora1274,dialect,,,,,,,,,,
12251,Färömål,,,,faro1245,indo1319,gutn1238,dialect,,,,,,,,,,
12252,Farsic,,,,fars1255,indo1319,fars1254,family,,,,,,,,,,
12253,Fars Persian,,,,fars1256,indo1319,sout3360,dialect,,,,,,,,,,
12254,Farvi,,,,farv1234,indo1319,kavi1234,dialect,33.47,55.05,,,,,,,,
12255,Far West Lakes Plain,,,,farw1236,lake1255,lake1255,family,,,,,,,,,,
12256,Far Western Minufiyya,,,,farw1237,afro1255,west2938,dialect,,,,,,,,,,
12257,Far West Senari,,,,farw1240,atla1278,ceba1235,dialect,,,,,,,,,,
12258,Fasalo,,,,fasa1234,mand1469,cent2376,dialect,,,,,,,,,,
12259,Fassano,,,,fass1244,indo1319,ladi1250,dialect,,,,,,,,,,
12260,Fataluku-Oirata,,,,fata1246,timo1261,east2520,family,,,,,,,,,,
12261,Fatehpur,,,,fate1235,indo1319,pard1244,dialect,,,,,,,,,,
12262,Fatu Hiva,,,,fatu1237,aust1307,sout2866,dialect,,,,,,,,,,
12263,Fauro,,,,faur1237,aust1307,mono1273,dialect,,,,,,,,,,
12264,Favorlang,,,,favo1235,aust1307,babu1240,dialect,,,,,,,,,,
12265,Faya-Mafa,,,,faya1237,aust1307,sawa1247,dialect,,,,,,,,,,
12266,Fayichuck,,,,fayi1237,aust1307,chuu1238,dialect,,,,,,,,,,
12267,Fayjatases,,,,fayj1234,uncl1493,uncl1493,language,,,CL,,,,,,,
12268,Fayu-Kirikiri,,,,fayu1239,lake1255,west2582,family,,,,,,,,,,
12269,Fayyumic,,,,fayy1237,afro1255,midd1332,dialect,,,,,,,,,,
12270,Federe,,,,fede1238,afro1255,miya1266,dialect,,,,,,,,,,
12271,Fellahi,,,,fell1238,afro1255,sout3123,dialect,,,,,,,,,,
12272,Feramin,,,,fera1239,nucl1709,tele1256,dialect,,,,,,,,,,
12273,Ferdosi,,,,ferd1234,indo1319,khor1275,dialect,,,,,,,,,,
12274,Fereydan,,,,fere1244,kart1248,east2870,dialect,,,,,,,,,,
12275,Fere,,,,fere1246,atla1278,kase1253,dialect,,,,,,,,,,
12276,Fer-Gula-Koto,,,,ferg1237,cent2225,nucl1719,family,,,,,,,,,,
12277,Feroge-Mangaya,,,,fero1243,atla1278,sere1262,family,,,,,,,,,,
12278,Ferring,,,,ferr1240,indo1319,fohr1234,dialect,,,,,,,,,,
12279,Fer,,Kara,,ferr1242,atla1278,kagf1238,dialect,,,,,,,,,,
12280,Ilami,,,,feyl1238,indo1319,sout2640,dialect,,,,,,,,,,
12281,Fez. Meknes,,,,fezm1238,afro1255,moro1292,dialect,,,,,,,,,,
12282,Fganja,,,,fgan1238,atla1278,bala1302,dialect,,,,,,,,,,
12283,FH-Jola,,,,fhjo1234,atla1278,jola1264,family,,,,,,,,,,
12284,Fianse,,,,fian1238,atla1278,wasa1244,dialect,,,,,,,,,,
12285,Fiawat,,,,fiaw1234,aust1307,made1253,dialect,,,,,,,,,,
12286,Fierozzo,,,,fier1238,indo1319,moch1255,dialect,46.11112,11.31843,IT,,,,,,,
12287,Fijian-based pidgin,,,,fiji1244,pidg1258,pidg1258,family,,,,,,,,,,
12288,Fiji English,,,,fiji1245,indo1319,stan1293,dialect,,,,,,,,,,
12289,Fika,,,,fika1238,unat1236,daza1244,dialect,,,,,,,,,,
12290,Fika Bole,,,,fika1239,afro1255,nucl1695,dialect,,,,,,,,,,
12291,Fikyu,,,,fiky1238,atla1278,kute1248,dialect,,,,,,,,,,
12292,Fila,,,,fila1237,aust1307,mele1250,dialect,,,,,,,,,,
12293,Fililwa,,,,fili1243,atla1278,tumb1250,dialect,,,,,,,,,,
12294,Filifita,,,,fili1245,nucl1708,mufi1238,dialect,,,,,,,,,,
12295,Finasleigh Pama,,,,fina1240,pama1250,pama1251,family,,,,,,,,,,
12296,Finanga,,,,fina1241,mand1469,maho1249,dialect,,,,,,,,,,
12297,Finallig,,,,fina1242,aust1307,bont1247,language,17.0319,121.11,PH,bkb,,,,,,
12298,Fingallian,,,,fing1234,indo1319,east2834,dialect,,,,,,,,,,
12299,Finisterre-Huon,,,,fini1244,nucl1709,nucl1709,family,,,,,,,,,,
12300,Finisterre-Saruwaged,,,,fini1245,nucl1709,fini1244,family,,,,,,,,,,
12301,Finnic,,,,finn1317,ural1272,ural1272,family,,,,,,,,,,
12302,Finnish Sign,,,,finn1319,sign1238,swed1257,family,,,,,,,,,,
12303,Finnmárku Saami,,,,finn1320,ural1272,nort2671,dialect,,,,,,,,,,
12304,Finungwan-Mamaa-Gusan,,,,finu1234,nucl1709,erap1240,family,,,,,,,,,,
12305,Fio,,,,fioo1234,atla1278,uncl1497,language,6.31256,10.2936,CM,,,,,,,
12306,Fiorentino,,,,fior1235,indo1319,ital1282,dialect,,,,,,,,,,
12307,Old Italian,,,,fior1236,indo1319,ital1282,dialect,,,,,,,,,,
12308,Fipaic,,,,fipa1240,atla1278,mwik1240,family,,,,,,,,,,
12309,Firia,,,,firi1238,mand1469,yalu1240,dialect,,,,,,,,,,
12310,Firozkohi,,,,firo1239,indo1319,aima1241,dialect,,,,,,,,,,
12311,First Vernacular Hmong,,,,firs1234,hmon1336,chua1248,family,,,,,,,,,,
12312,First Mesa,,,,firs1235,utoa1244,hopi1249,dialect,,,,,,,,,,
12313,Fiyadikka,,,,fiya1238,nubi1251,nobi1240,dialect,,,,,,,,,,
12314,Fjaalib,,,,fjaa1238,atla1278,bala1302,dialect,,,,,,,,,,
12315,Fkar,,,,fkar1237,west1493,tehi1237,dialect,,,,,,,,,,
12316,Flakkees,,,,flak1238,indo1319,zeeu1238,dialect,,,,,,,,,,
12317,Flecheiros,,,,flec1235,unat1236,unat1236,language,,,BR,,,,,,,
12318,Fleo,,,,fleo1238,krua1234,weso1238,dialect,,,,,,,,,,
12319,Flinders-Barrow,,,,flin1248,pama1250,wika1239,family,,,,,,,,,,
12320,Floda,,,,flod1234,indo1319,nedr1234,dialect,,,,,,,,,,
12321,Flores-Lembata,,,,flor1239,aust1307,bima1248,family,,,,,,,,,,
12322,Flores-Sumba-Hawu,,,,flor1240,aust1307,bima1248,family,,,,,,,,,,
12323,Flores Barat,,,,flor1241,aust1307,flor1240,family,,,,,,,,,,
12324,Flores Lamaholot,,,,flor1242,aust1307,lama1293,family,,,,,,,,,,
12325,Florida English,,,,flor1243,indo1319,sout3300,dialect,,,,,,,,,,
12326,Fluplands,,,,flup1238,indo1319,zeeu1238,dialect,,,,,,,,,,
12327,Elinkine-Kasa (Fluvial),,,,fluv1238,atla1278,jola1262,dialect,,,,,,,,,,
12328,Fly River,,,,flyr1238,tabo1241,tabo1241,dialect,,,,,,,,,,
12329,Far North Queensland Indigenous Sign Language,,,,fnqi1234,sign1238,vill1244,language,-14.830544,142.923879,AU,,,,,,,
12330,Fodonon,,,,foda1238,atla1278,ceba1235,dialect,,,,,,,,,,
12331,Fogi,,,,fogi1237,aust1307,buru1303,dialect,,,,,,,,,,
12332,Föhr-Amrum,,,,fohr1234,indo1319,insu1255,dialect,,,,,,,,,,
12333,Foi (Iau),,,,foii1242,lake1255,iauu1242,dialect,,,,,,,,,,
12334,Fokoue,,,,foko1234,atla1278,sout3351,dialect,,,,,,,,,,
12335,Folepi,,,,fole1238,atla1278,mund1327,dialect,,,,,,,,,,
12336,Fombap,,,,fomb1234,atla1278,sout3351,dialect,,,,,,,,,,
12337,Fondebougou,,,,fond1238,atla1278,kati1273,dialect,,,,,,,,,,
12338,Fondonera,,,,fond1239,atla1278,sout3351,dialect,,,,,,,,,,
12339,Fong,,,,fong1242,atla1278,ewon1239,dialect,,,,,,,,,,
12340,Fongbeic,,,,fong1244,atla1278,east2711,family,,,,,,,,,,
12341,Fongo-Tongo,,,,fong1245,atla1278,nucl1411,dialect,,,,,,,,,,
12342,Fongo-Ndeng,,,,fong1246,atla1278,sout3351,dialect,,,,,,,,,,
12343,Fontsa-Touala,,,,font1234,atla1278,sout3351,dialect,,,,,,,,,,
12344,Fonyi,,,,fony1238,atla1278,jola1263,dialect,,,,,,,,,,
12345,Foolo,,,,fool1238,atla1278,djim1235,dialect,,,,,,,,,,
12346,Fopo-Bua,,,,fopo1238,krua1234,nort2810,dialect,,,,,,,,,,
12347,Fora,,,,fora1244,atla1278,bala1301,dialect,,,,,,,,,,
12348,Fordata-Larat I,,,,ford1243,aust1307,ford1242,dialect,,,,,,,,,,
12349,Fordata-Larat II,,,,ford1244,aust1307,ford1242,dialect,,,,,,,,,,
12350,Pur Nenets,,,,fore1266,ural1272,fore1274,dialect,,,,,,,,,,
12351,Foreke-Dschang,,,,fore1267,atla1278,sout3351,dialect,,,,,,,,,,
12352,Forest Maninka,,,,fore1268,book1242,book1242,language,9.49685,-7.53151,CI,myq,,,,,,
12353,Forest Nivaclé,,,,fore1271,mata1289,niva1238,dialect,,,,,,,,,,
12354,Forest Kivu,,,,fore1272,atla1278,kivu1239,family,,,,,,,,,,
12355,Fore-Gimi,,,,fore1273,nucl1709,nucl1760,family,,,,,,,,,,
12356,Forest Nenets,,,,fore1274,ural1272,nene1251,language,63.72,71.97,RU,,,,,,,
12357,Forrest River,,,,forr1234,worr1236,nort2751,family,,,,,,,,,,
12358,Fossong-Wentcheng,,,,foss1234,atla1278,sout3351,dialect,,,,,,,,,,
12359,Fotetsa,,,,fote1234,atla1278,sout3351,dialect,,,,,,,,,,
12360,Fotemena,,,,fote1235,atla1278,sout3351,dialect,,,,,,,,,,
12361,Foto,,,,foto1234,atla1278,sout3351,dialect,,,,,,,,,,
12362,Fourgoula,,,,four1238,atla1278,kati1273,dialect,,,,,,,,,,
12363,Fowe,,,,fowe1238,nucl1709,sian1257,dialect,,,,,,,,,,
12364,Fox,,"Sac, Sauk, Kickapoo, Mesquakie, Meskwaki",,foxx1245,algi1248,east2765,family,,,,,,,,,,
12365,Frafra,,,,fraf1238,atla1278,fare1241,dialect,,,,,,,,,,
12366,Farefareic,,,,fraf1239,atla1278,moss1237,family,,,,,,,,,,
12367,Franche-Comtois,,,,fran1262,indo1319,fran1260,dialect,,,,,,,,,,
12368,Franco-Ontarien,,,,fran1263,indo1319,stan1290,dialect,,,,,,,,,,
12369,Frans-Westhoek Vlaams,,,,fran1265,indo1319,vlaa1240,dialect,,,,,,,,,,
12370,Francais Tirailleur,,,,fran1267,pidg1258,fren1279,language,,,SN,,,,,,,
12371,Middle German,,,,fran1268,indo1319,high1289,family,,,,,,,,,,
12372,Francoprovencalic,,,,fran1269,indo1319,oila1234,family,,,,,,,,,,
12373,Franc-Comtois,,,,fran1270,indo1319,lang1337,dialect,,,,,,,,,,
12374,Frans Vlaams,,,,fran1271,indo1319,fran1265,dialect,,,,,,,,,,
12375,Frassilongo,,,,fras1238,indo1319,moch1255,dialect,46.08563,11.29216,IT,,,,,,,
12376,French-based pidgin,,,,fren1279,pidg1258,pidg1258,family,,,,,,,,,,
12377,Bay Islands Sign Language,,,,fren1280,sign1238,vill1244,language,16.35726,-86.461386,HN,,,,,,,
12378,Fribourg German,,,,frib1234,indo1319,high1290,dialect,,,,,,,,,,
12379,Frisian,,,,fris1239,indo1319,angl1264,family,,,,,,,,,,
12380,Fufula,,,,fufu1238,atla1278,wali1263,dialect,,,,,,,,,,
12381,Fuga of Jimma,,,,fuga1235,gong1255,yems1235,dialect,,,,,,,,,,
12382,Fu-Guang,,,,fugu1238,sino1245,ganc1239,dialect,,,,,,,,,,
12383,Zhangzhou,,,,fuji1236,sino1245,hokk1242,dialect,,,,,,,,,,
12384,Mape-East,,,,fuka1239,nucl1709,mape1249,dialect,,,,,,,,,,
12385,Fukui,,,,fuku1241,japo1237,hoku1242,dialect,,,,,,,,,,
12386,Fukuyama,,,,fuku1242,japo1237,chug1253,dialect,,,,,,,,,,
12387,Fukushima,,,,fuku1243,japo1237,sout2953,dialect,,,,,,,,,,
12388,Eastern Fula,,,,fula1265,atla1278,fula1264,family,,,,,,,,,,
12389,Fula Peta,,,,fula1267,atla1278,pula1262,dialect,,,,,,,,,,
12390,Fulacunda,,,,fula1268,atla1278,pula1263,dialect,,,,,,,,,,
12391,Fulanke,,,,fula1270,mand1469,kita1249,dialect,,,,,,,,,,
12392,Fuliiric,,,,fuli1241,atla1278,fore1272,family,,,,,,,,,,
12393,Fuliiru-Vira,,,,fuli1242,atla1278,fuli1241,family,,,,,,,,,,
12394,Fulniô Proper,,,,fuln1248,fuln1247,fuln1247,dialect,,,,,,,,,,
12395,Fumani,,,,fuma1234,indo1319,west2931,dialect,,,,,,,,,,
12396,Funai,,,,funa1237,aust1307,helo1243,dialect,,,,,,,,,,
12397,Fundi,,,,fund1238,atla1278,swah1253,dialect,,,,,,,,,,
12398,Fungwe,,,,fung1246,atla1278,tumb1250,dialect,,,,,,,,,,
12399,Fungom,,,,fung1247,atla1278,mmen1238,dialect,,,CM,,,,,,,
12400,Funing,,,,funi1234,sino1245,mind1253,dialect,,,,,,,,,,
12401,Furan,,,,fura1235,,,family,,,,,,,,,,
12402,Fursum,,,,furs1241,afro1255,miya1266,dialect,,,,,,,,,,
12403,Furupagha,,,,furu1238,ijoi1239,izon1238,dialect,,,,,,,,,,
12404,Fuumu,,,,fuum1238,atla1278,teke1274,dialect,,,,,,,,,,
12405,Fuyu Kirghiz,,,,fuyu1243,turk1311,khak1248,dialect,47.8,124.2,CN,,,,,,,
12406,Houguan,,,,fuzh1239,sino1245,mind1253,dialect,26.08904,119.294243,,,,,,,,
12407,Fyer-Tambas,,,,fyer1240,afro1255,west2716,family,,,,,,,,,,
12408,G||aakhwe,,,,gaak1238,khoe1240,gana1274,dialect,,,,,,,,,,
12409,Gaalpu,,,,gaal1238,pama1250,dhan1270,dialect,,,,,,,,,,
12410,Gaan Dan,,,,gaan1244,mand1469,east2794,dialect,,,,,,,,,,
12411,Gǁabak’e,,,,gaba1234,khoe1240,tsoa1238,dialect,,,,,,,,,,
12412,Gabiano,,,,gabi1241,sepi1257,niks1238,dialect,,,,,,,,,,
12413,Gabin,,,,gabi1247,afro1255,gaan1243,dialect,,,,,,,,,,
12414,Gabigabi,,,,gabi1248,pama1250,kabi1260,dialect,,,,,,,,,,
12415,Gablai,,,,gabl1238,afro1255,kaba1292,dialect,,,,,,,,,,
12416,Gabri-North,,,,gabr1254,afro1255,toba1280,dialect,,,,,,,,,,
12417,Gabra,,,,gabr1255,afro1255,bora1271,dialect,,,,,,,,,,
12418,Gabri-Kimre,,,,gabr1256,afro1255,east2722,family,,,,,,,,,,
12419,Gabri (Iranian),,,,gabr1257,indo1319,zoro1242,dialect,,,,,,,,,,
12420,Gabu,,,,gabu1246,atla1278,iged1239,dialect,,,,,,,,,,
12421,Gabula,,,,gabu1247,atla1278,soga1242,dialect,,,,,,,,,,
12422,Gabutamon,,,,gabu1248,book1242,book1242,language,-5.8075,146.621,PG,gav,,,,,,
12423,Gachikolo,,,,gach1239,indo1319,halb1244,dialect,,,,,,,,,,
12424,Gachsari,,,,gach1240,indo1319,maza1291,dialect,,,,,,,,,,
12425,Ga-Dangme,,,,gada1257,atla1278,kwav1236,family,,,,,,,,,,
12426,Gadam-Bara,,,,gada1263,afro1255,nucl1695,dialect,,,,,,,,,,
12427,Gaddangic,,,,gadd1245,aust1307,iban1268,family,,,,,,,,,,
12428,Gadi Chameali,,,,gadi1238,indo1319,cham1307,dialect,,,,,,,,,,
12429,Gadjira,,,,gadj1244,daju1249,dard1243,dialect,,,,,,,,,,
12430,Gadschkene,,,,gads1256,indo1319,sint1235,dialect,,,,,,,,,,
12431,Gadsup-Agarabi,,,,gads1260,nucl1709,gauw1235,family,,,,,,,,,,
12432,Gadyri,,,,gady1241,nakh1245,cham1309,dialect,,,,,,,,,,
