id,name,vernacularName,otherNames,wiktionary,glottologId,glottologFamilyId,glottologParentId,level,lat,long,country,iso639-3,iso639-1,scope,type,speakers,logo,logoDesc,code,direction,apostrophe,han,continua,scripts,omniglot,agglutinative,indo,locales,hostCountryLocales
6846,Venetian,Talian,,4469,vene1258,indo1319,gall1279,language,45.503581,12.214167,BR HR IT MX SI,vec,,I,L,3852500,,,vec,,FALSE,FALSE,FALSE,"[{""lang"":""vec"",""script"":""Latn"",""ms"":"""",""ml"":"""",""p"":"""",""direction"":""""}]",venetian.htm,FALSE,FALSE,,"pt,pt-BR,pt-PT,hr,it,it-IT,es,es-419,es-AR,es-ES,es-MX,es-US,sl"
6858,Vietnamese,Việt,,24652,viet1252,aust1305,viet1251,language,20.681188,105.774071,CN LA VN,vie,vi,I,L,76000000,vi,"Ho Chi Minh (1890 – 1969), a Vietnamese revolutionary and politician, Prime Minister and President of North Vietnam",vi,,FALSE,FALSE,FALSE,"[{""lang"":""vi"",""script"":""Hani"",""ms"":"""",""ml"":"""",""p"":"""",""direction"":""""},{""lang"":""vi"",""script"":""Latn"",""ms"":"""",""ml"":"""",""p"":"""",""direction"":""""}]",vietnamese.htm,FALSE,FALSE,vi,
6904,Volapük,Volapük,,3937,vola1234,arti1236,arti1236,language,51,9,DE,vol,vo,I,C,20,vo,"Johann Martin Schleyer (1831 – 1912), a German Catholic priest who invented the constructed language Volapük",vo,,FALSE,FALSE,FALSE,"[{""lang"":""vo"",""script"":""Latn"",""ms"":"""",""ml"":"""",""p"":"""",""direction"":""""}]",volapuk.htm,FALSE,FALSE,vo,
7075,Wolof,Wolof,,526,nucl1347,atla1278,wolo1247,language,15.2534,-15.383,GM GW ML MR SN,wol,wo,I,L,5454000,wo,,wo,,FALSE,FALSE,FALSE,"[{""lang"":""wo"",""script"":""Latn"",""ms"":"""",""ml"":"""",""p"":"""",""direction"":""""},{""lang"":""wo"",""script"":""Arab"",""ms"":"""",""ml"":"""",""p"":"""",""direction"":""rtl""},{""lang"":""wo"",""script"":""Latn"",""ms"":"""",""ml"":"""",""p"":"""",""direction"":""""}]",wolof.htm,FALSE,FALSE,wo,"fr,fr-BE,fr-CA,fr-CH,fr-FR"
7127,Wu,吴语,"Suzhounese,Shanghainese",,wuch1236,sino1245,wuhu1234,language,29.8621,119.682,CN,wuu,,I,L,80000000,wuu,"Lu Xun (1881 – 1936), a Chinese writer, essayist, poet, and literary critic",wuu,,FALSE,TRUE,TRUE,"[{""lang"":""wuu"",""script"":""Hans"",""ms"":"""",""ml"":"""",""p"":"""",""direction"":""""}]",../chinese/wu.htm,FALSE,FALSE,"zh,zh-CN,zh-Hans,zh-Hant,zh-SG,zh-TW,zh-HK",
7227,Xhosa,IsiXhosa,,3158,xhos1239,atla1278,zulu1251,language,-31.0389,28.0769,BW LS ZA,xho,xh,I,L,8200000,xh,,xh,,FALSE,FALSE,FALSE,"[{""lang"":""xh"",""script"":""Latn"",""ms"":"""",""ml"":"""",""p"":"""",""direction"":""""}]",xhosa.htm,FALSE,FALSE,xh,
7331,Liberia Kpelle,Kpelle,,,libe1247,mand1469,kpel1252,language,6.92048,-9.96128,GN LR,xpe,,I,L,,,,xpe,ltr,FALSE,FALSE,FALSE,[],,FALSE,FALSE,,"fr,fr-BE,fr-CA,fr-CH,fr-FR,en,en-AU,en-CA,en-GB,en-IE,en-IN,en-US,en-ZA"
7476,Western Yugur,غوغر تىلى,,8,west2402,turk1311,east2792,language,39.0548,99.3112,CN,ybe,,I,L,4600,,,ybe,ltr,FALSE,FALSE,FALSE,[],,TRUE,FALSE,,"zh,zh-CN,zh-Hans,zh-Hant,zh-HK,zh-SG,zh-TW"
7522,Yiddish,ייִדיש,,7261,yidd1255,indo1319,east2832,family,31.5,34.75,IL,yid,yi,M,L,1500000,yi,"Debora Vogel (1902 – 1942), a Polish-Jewish philosopher and poet",yi,rtl,FALSE,FALSE,FALSE,"[{""lang"":""yi"",""script"":""Hebr"",""ms"":"""",""ml"":"""",""p"":"""",""direction"":""rtl""}]",yiddish.htm,FALSE,FALSE,yi,
7601,Yoruba,Yorùbá,,620,yoru1245,atla1278,lucu1239,language,7.15345,3.67225,BJ NG,yor,yo,I,L,50000000,yo,,yo,,FALSE,FALSE,FALSE,"[{""lang"":""yo"",""script"":""Latn"",""ms"":"""",""ml"":"""",""p"":"""",""direction"":""""}]",yoruba.htm,FALSE,FALSE,yo,
7644,Cantonese,粤语,"Yue,Yüeh",1733,yuec1235,sino1245,yuep1234,language,23,113,CN VN,yue,,I,L,84000000,yue,"Bruce Lee (1940 – 1973), a Hong Kong American martial artist, actor, director, martial arts instructor and philosopher",yue,,FALSE,TRUE,TRUE,"[{""lang"":""yue"",""script"":""Hans"",""ms"":"""",""ml"":"""",""p"":"""",""direction"":""""},{""lang"":""yue"",""script"":""Hant"",""ms"":"""",""ml"":"""",""p"":""N"",""direction"":""""}]",../chinese/yue.htm,FALSE,FALSE,"zh,yue-HK,zh-CN,zh-Hans,zh-Hant,zh-HK,zh-SG,zh-TW",
7726,Zhuang,Vahcuengh,,1937,nort3180,taik1256,nort3326,family,24.31,108.06,CN,zha,za,M,L,16000000,za,"Huang Xianfan (1899 – 1982), a Zhuang Chinese historian, ethnologist and educator",za,,FALSE,FALSE,FALSE,"[{""lang"":""za"",""script"":""Latn"",""ms"":"""",""ml"":"""",""p"":"""",""direction"":""""},{""lang"":""za"",""script"":""Hans"",""ms"":"""",""ml"":"""",""p"":"""",""direction"":""""}]",zhuang.htm,FALSE,FALSE,za,"zh,zh-CN,zh-Hans,zh-Hant,zh-HK,zh-SG,zh-TW"
7731,Chinese,汉语,,143063,sini1245,sino1245,sino1245,family,40.0209,116.228,CN KP LA MM MN RU TW VN,zho,zh,M,L,1200000000,zh,"Hu Shih (1891 – 1962), a Chinese diplomat, essayist, literary scholar, philosopher, and politician",zh,,FALSE,TRUE,TRUE,"[{""lang"":""zh"",""script"":""Bopo"",""ms"":"""",""ml"":"""",""p"":"""",""direction"":""""},{""lang"":""zh"",""script"":""Phag"",""ms"":"""",""ml"":"""",""p"":"""",""direction"":""""},{""lang"":""zh"",""script"":""Hans"",""ms"":"""",""ml"":"""",""p"":"""",""direction"":""""},{""lang"":""zh"",""script"":""Hant"",""ms"":"""",""ml"":"""",""p"":"""",""direction"":""""}]",../chinese/index.htm,FALSE,FALSE,"zh,zh-CN,zh-Hans,zh-Hant,zh-HK,zh-SG,zh-TW",
7851,Zulu,IsiZulu,,3164,zulu1248,atla1278,zulu1251,language,-28.9,30.2,BW LS MZ SZ ZA,zul,zu,I,L,12000000,zu,,zu,,FALSE,FALSE,FALSE,"[{""lang"":""zu"",""script"":""Latn"",""ms"":"""",""ml"":"""",""p"":"""",""direction"":""""}]",zulu.htm,FALSE,FALSE,zu,
7863,Zuojiang Zhuang,Abaknon,,1,zuoj1238,taik1256,nort3180,language,22.4,106.9,CN VN,zzj,,I,L,,,,zzj,ltr,FALSE,FALSE,FALSE,[],,FALSE,FALSE,,"zh,zh-CN,zh-Hans,zh-Hant,zh-HK,zh-SG,zh-TW,vi"
6108,Slovakian Sign Language,slovenský posunkový jazyk,,,slov1263,sign1238,cent2306,language,48.0463,18.1248,SK,svk,,I,L,15000,,,svk,,FALSE,FALSE,FALSE,[],,FALSE,FALSE,,"sk,sk-SK"
1857,Estonian Sign Language,eesti viipekeel,,,esto1238,sign1238,lsfi1234,language,58.947,24.566,EE,eso,,I,L,,,,eso,,FALSE,FALSE,FALSE,[],,FALSE,FALSE,,et
