lemma,folded_frequency
moderan,5.11
muzički,5.11
ponekad,5.11
stalno,5.11
odnositi,5.11
reka,5.11
nadati,5.11
sreća,5.11
jak,5.1
predsednik,5.1
temperatura,5.1
akcija,5.1
serija,5.1
okruga,5.1
c,5.1
ponovno,5.1
sto,5.1
reč,5.1
faza,5.1
boriti,5.1
južan,5.1
avgust,5.1
industrija,5.1
odgovarati,5.09
služben,5.09
narodan,5.09
djelo,5.09
baza,5.09
dozvoliti,5.09
kažem,5.09
lepo,5.09
new,5.09
sedam,5.09
provesti,5.09
krug,5.09
korak,5.09
shvatiti,5.09
njezin,5.09
strah,5.09
časopis,5.09
pismo,5.09
dolar,5.09
stil,5.09
juti,5.08
sredina,5.08
teorija,5.08
stanica,5.08
pacijent,5.08
pokazivati,5.08
most,5.08
proizvod,5.08
vest,5.08
općina,5.08
ceo,5.08
evropi,5.08
čovek,5.08
karijera,5.08
donijeti,5.08
unutar,5.08
hotel,5.08
tjedan,5.07
pripadnik,5.07
nog,5.07
hram,5.07
staviti,5.07
bugarski,5.07
knez,5.07
trenutno,5.07
TV,5.07
jovan,5.07
očekivati,5.07
članak,5.07
nazvati,5.07
st,5.07
prikazati,5.07
čelo,5.07
videti,5.07
verovati,5.07
obrazovanje,5.06
tajan,5.06
mreža,5.06
pritisak,5.06
mišljenje,5.06
la,5.06
decembra,5.06
tzv,5.06
uskoro,5.06
videt,5.06
želja,5.06
stan,5.06
bogat,5.06
zaboraviti,5.06
popularan,5.06
primiti,5.06
popis,5.06
stvarati,5.06
konferencija,5.06
gornji,5.05
blizina,5.05
armija,5.05
Makedonija,5.05
dec,5.05
um,5.05
lokacija,5.05
sredstvo,5.05
izabrati,5.05
verzija,5.05
liga,5.05
vrh,5.05
doktor,5.05
ženski,5.05
izvršiti,5.05
slobodan,5.05
preuzeti,5.05
rod,5.05
marija,5.05
književan,5.05
vjerovati,5.05
zlo,5.04
ličnost,5.04
podrška,5.04
kamen,5.04
biće,5.04
kilometar,5.04
britanski,5.04
predstavnik,5.04
promjena,5.04
akademija,5.04
di,5.04
itd,5.04
Ivan,5.04
sajtu,5.04
također,5.04
ukupno,5.04
osloboditi,5.04
ratni,5.04
ukupan,5.04
pokušaj,5.04
zločin,5.03
cel,5.03
zatvor,5.03
pomagati,5.03
sadržaj,5.03
sloboda,5.03
internet,5.03
kol,5.03
povratak,5.03
neprijatelj,5.03
izaći,5.03
decu,5.03
doma,5.03
in,5.03
istovremeno,5.03
teti,5.03
rimski,5.03
pažnja,5.03
kretati,5.03
razdoblje,5.03
hvati,5.03
uspeti,5.03
demokratski,5.03
tradicija,5.03
partner,5.02
održavati,5.02
sunce,5.02
desiti,5.02
zadatak,5.02
John,5.02
kim,5.02
osam,5.02
sasvim,5.02
dokument,5.02
pasti,5.02
predstava,5.02
potpisati,5.02
sledeći,5.02
lek,5.02
muzik,5.02
lista,5.02
studij,5.01
europski,5.01
scena,5.01
svrha,5.01
gost,5.01
posvetiti,5.01
brak,5.01
saznati,5.01
građanin,5.01
ovdje,5.01
stvarno,5.01
sutra,5.01
novinar,5.01
radnik,5.01
dužnost,5.01
uživati,5.01
ponuda,5.01
obati,5.01
stav,5.0
ulaziti,5.0
promeniti,5.0
činjenica,5.0
opasnost,5.0
pas,5.0
ćelija,5.0
izazvati,5.0
stalan,5.0
temelj,5.0
sovjetski,5.0
vršiti,5.0
milan,5.0
kineski,5.0
izgraditi,5.0
vlastit,5.0
kratak,5.0
sastojati,5.0
aviona,5.0
pjesma,4.99
trgovina,4.99
postupak,4.99
supruga,4.99
iskustvo,4.99
misija,4.99
reakcija,4.99
ubistvo,4.99
odbor,4.99
zid,4.99
pričati,4.99
italijanski,4.99
pozicija,4.99
jugoslovenski,4.99
iii,4.99
naročito,4.99
pak,4.99
srbima,4.99
stoga,4.99
pojavljivati,4.99
perioda,4.99
naučiti,4.99
šansa,4.99
ogroman,4.99
vjerojatno,4.99
javiti,4.99
srba,4.99
pristup,4.99
putovanje,4.99
severan,4.99
tradicionalan,4.99
prošlost,4.99
lep,4.99
privatan,4.98
rast,4.98
televizija,4.98
narodn,4.98
kontakt,4.98
fizički,4.98
gubitak,4.98
februara,4.98
prilično,4.98
veliko,4.98
pokrajina,4.98
emisija,4.98
prethodan,4.98
masa,4.98
udar,4.98
avion,4.98
pravac,4.98
zona,4.98
rijeka,4.98
reprezentacija,4.97
jezero,4.97
živeti,4.97
radni,4.97
hrvat,4.97
