lemma,folded_frequency
setkat,5.22
červený,5.21
sobota,5.21
dle,5.21
naprosto,5.21
zpět,5.21
množství,5.21
slyšet,5.21
považovat,5.21
Tomáš,5.21
kontrola,5.21
otevřený,5.21
světlo,5.21
obsahovat,5.2
smět,5.2
značka,5.2
Václav,5.2
příští,5.2
zaplatit,5.2
rychlý,5.2
pěkný,5.2
dneska,5.2
h,5.2
společně,5.2
tehdy,5.2
stanice,5.2
otevřít,5.2
celkový,5.2
sedět,5.2
leden,5.2
ředitel,5.2
minuta,5.2
ministerstvo,5.2
míra,5.19
zkusit,5.19
pravidlo,5.19
věnovat,5.19
hora,5.19
utkání,5.19
svoboda,5.19
dnít,5.19
in,5.19
l,5.19
někde,5.19
zatímco,5.19
zítra,5.19
skutečnost,5.19
kamarád,5.19
hvězda,5.19
postup,5.19
Martina,5.19
banka,5.19
energie,5.19
jistý,5.19
oblíbený,5.18
výběr,5.18
přečíst,5.18
ročník,5.18
předseda,5.18
schopný,5.18
stroj,5.18
daleký,5.18
hezký,5.18
přitom,5.18
včera,5.18
jet,5.18
proces,5.18
liga,5.18
role,5.18
podoba,5.18
úřad,5.18
odpověď,5.18
postavit,5.18
jmenovat,5.18
sportovní,5.18
rozhodnutí,5.18
vytvořit,5.17
dívat,5.17
úspěch,5.17
letadlo,5.17
tvrdý,5.17
rychlost,5.17
http,5.17
jasnět,5.17
new,5.17
zdarma,5.17
Ostrava,5.17
silnice,5.17
událost,5.17
soukromý,5.17
lékař,5.17
titul,5.17
sen,5.17
stan,5.17
určitý,5.17
les,5.16
duben,5.16
zelený,5.16
krok,5.16
pátek,5.16
významný,5.16
politika,5.16
správa,5.16
příprava,5.16
aspoň,5.16
občas,5.16
of,5.16
ukazovat,5.16
bydlet,5.16
centrum,5.16
srpen,5.16
využít,5.16
klid,5.16
účet,5.16
dolar,5.16
výš,5.16
technický,5.15
strom,5.15
vadit,5.15
radost,5.15
obraz,5.15
voják,5.15
minulý,5.15
prosinec,5.15
materiál,5.15
prostřednictví,5.15
rovněž,5.15
teda,5.15
°,5.15
středa,5.15
tvořit,5.15
album,5.15
náměstí,5.15
poznat,5.15
vojenský,5.15
hotel,5.15
ležet,5.14
seriál,5.14
úřada,5.14
moderní,5.14
květen,5.14
zabít,5.14
majitel,5.14
přístup,5.14
kupovat,5.14
přesto,5.14
x,5.14
únor,5.14
blízký,5.14
červen,5.14
úspěšný,5.14
trenér,5.14
spát,5.14
pán,5.13
přijmout,5.13
souhlasit,5.13
bojovat,5.13
úkol,5.13
občan,5.13
koncert,5.13
odejít,5.13
zvíře,5.13
historický,5.13
návštěva,5.13
zvláštní,5.13
kategorie,5.13
řešit,5.13
číslo,5.13
sloužit,5.13
představit,5.13
festival,5.13
nutný,5.13
provést,5.13
postava,5.12
říjen,5.12
speciální,5.12
motor,5.12
vlas,5.12
zahrada,5.12
náklad,5.12
naučit,5.12
ztratit,5.12
výstava,5.12
finále,5.12
j,5.12
postupně,5.12
tentokrát,5.12
dopravní,5.12
skutečný,5.12
rozhovor,5.12
Slovensko,5.12
britský,5.12
zbytek,5.12
test,5.12
studio,5.12
pes,5.11
kus,5.11
bývat,5.11
běžný,5.11
šťastný,5.11
zůstávat,5.11
stupeň,5.11
zaměstnanec,5.11
sex,5.11
jednání,5.11
fajn,5.11
peníz,5.11
super,5.11
venek,5.11
učitel,5.11
pomáhat,5.11
počítač,5.11
deska,5.11
růst,5.11
končit,5.1
režim,5.1
podnik,5.1
kvalita,5.1
schopnost,5.1
přinést,5.1
teplota,5.1
průběh,5.1
vedoucí,5.1
konat,5.1
strach,5.1
počkat,5.1
kancelář,5.1
záležet,5.1
de,5.1
menšit,5.1
ok,5.1
velice,5.1
neděle,5.1
zákazník,5.1
hrad,5.1
uživatel,5.1
kultura,5.1
samý,5.1
bratr,5.1
zahraniční,5.1
turnaj,5.1
sedm,5.1
tvář,5.1
tradiční,5.1
dohoda,5.1
čínský,5.09
zdravotní,5.09
dokument,5.09
přijet,5.09
řidič,5.09
příroda,5.09
vlak,5.09
vozidlo,5.09
linka,5.09
cm,5.09
skutečně,5.09
ostrov,5.09
topit,5.09
vyřešit,5.09
nápad,5.09
dětský,5.09
příležitost,5.09
následující,5.09
majetek,5.09
zámek,5.08
zkoušet,5.08
partner,5.08
premiér,5.08
myšlenka,5.08
letošní,5.08
dívka,5.08
hlásit,5.08
nicméně,5.08
okolo,5.08
vždyť,5.08
přát,5.08
přestat,5.08
plocha,5.08
David,5.08
napadnout,5.08
stará,5.08
veřejnost,5.08
překlad,5.07
minulost,5.07
sestra,5.07
série,5.07
rozvoj,5.07
kousek,5.07
reakce,5.07
odpovídat,5.07
podporovat,5.07
délka,5.07
čistý,5.07
vytvářet,5.07
prodávat,5.07
najednou,5.07
neboť,5.07
všude,5.07
zřejmě,5.07
klient,5.07
kapela,5.07
autorka,5.07
dáma,5.07
autor,5.07
péče,5.07
vhodný,5.07
miliarda,5.07
muzeum,5.07
operace,5.07
klasický,5.07
víno,5.06
objekt,5.06
parlament,5.06
pořádek,5.06
technologie,5.06
moce,5.06
červenec,5.06
nosit,5.06
okno,5.06
tvorba,5.06
